file_name,label
adj_0.jpg,1
adj_1.jpg,0
adj_2.jpg,3
adj_3.jpg,1
adj_4.jpg,3
adj_5.jpg,4
adj_6.jpg,0
adj_7.jpg,4
adj_8.jpg,2
adj_9.jpg,5
adj_10.jpg,4
adj_11.jpg,1
adj_12.jpg,1
adj_13.jpg,2
adj_14.jpg,1
adj_15.jpg,1
adj_16.jpg,4
adj_17.jpg,0
adj_18.jpg,1
adj_19.jpg,1
adj_20.jpg,1
adj_21.jpg,1
adj_22.jpg,0
adj_23.jpg,1
adj_24.jpg,1
adj_25.jpg,4
adj_26.jpg,2
adj_27.jpg,2
adj_28.jpg,1
adj_29.jpg,6
adj_30.jpg,1
adj_31.jpg,1
adj_32.jpg,3
adj_33.jpg,4
adj_34.jpg,0
adj_35.jpg,1
adj_36.jpg,3
adj_37.jpg,5
adj_38.jpg,2
adj_39.jpg,0
adj_40.jpg,5
adj_41.jpg,1
adj_42.jpg,0
adj_43.jpg,0
adj_44.jpg,2
adj_45.jpg,1
adj_46.jpg,3
adj_47.jpg,1
adj_48.jpg,2
adj_49.jpg,1
adj_50.jpg,5
adj_51.jpg,3
adj_52.jpg,0
adj_53.jpg,3
adj_54.jpg,4
adj_55.jpg,3
adj_56.jpg,5
adj_57.jpg,1
adj_58.jpg,2
adj_59.jpg,0
adj_60.jpg,1
adj_61.jpg,0
adj_62.jpg,3
adj_63.jpg,5
adj_64.jpg,4
adj_65.jpg,3
adj_66.jpg,1
adj_67.jpg,1
adj_68.jpg,0
adj_69.jpg,1
adj_70.jpg,4
adj_71.jpg,4
adj_72.jpg,3
adj_73.jpg,1
adj_74.jpg,1
adj_75.jpg,2
adj_76.jpg,4
adj_77.jpg,1
adj_78.jpg,1
adj_79.jpg,3
adj_80.jpg,4
adj_81.jpg,2
adj_82.jpg,2
adj_83.jpg,2
adj_84.jpg,2
adj_85.jpg,2
adj_86.jpg,3
adj_87.jpg,1
adj_88.jpg,1
adj_89.jpg,2
adj_90.jpg,1
adj_91.jpg,5
adj_92.jpg,2
adj_93.jpg,2
adj_94.jpg,4
adj_95.jpg,1
adj_96.jpg,1
adj_97.jpg,3
adj_98.jpg,3
adj_99.jpg,1
adj_100.jpg,1
adj_101.jpg,2
adj_102.jpg,3
adj_103.jpg,1
adj_104.jpg,3
adj_105.jpg,3
adj_106.jpg,5
adj_107.jpg,1
adj_108.jpg,1
adj_109.jpg,1
adj_110.jpg,1
adj_111.jpg,4
adj_112.jpg,5
adj_113.jpg,1
adj_114.jpg,3
adj_115.jpg,2
adj_116.jpg,1
adj_117.jpg,1
adj_118.jpg,0
adj_119.jpg,0
adj_120.jpg,1
adj_121.jpg,1
adj_122.jpg,1
adj_123.jpg,5
adj_124.jpg,3
adj_125.jpg,3
adj_126.jpg,4
adj_127.jpg,1
adj_128.jpg,1
adj_129.jpg,1
adj_130.jpg,4
adj_131.jpg,0
adj_132.jpg,1
adj_133.jpg,0
adj_134.jpg,1
adj_135.jpg,5
adj_136.jpg,1
adj_137.jpg,1
adj_138.jpg,4
adj_139.jpg,5
adj_140.jpg,0
adj_141.jpg,5
adj_142.jpg,4
adj_143.jpg,1
adj_144.jpg,3
adj_145.jpg,5
adj_146.jpg,4
adj_147.jpg,2
adj_148.jpg,2
adj_149.jpg,1
adj_150.jpg,4
adj_151.jpg,4
adj_152.jpg,2
adj_153.jpg,1
adj_154.jpg,5
adj_155.jpg,2
adj_156.jpg,3
adj_157.jpg,4
adj_158.jpg,1
adj_159.jpg,1
adj_160.jpg,1
adj_161.jpg,3
adj_162.jpg,0
adj_163.jpg,1
adj_164.jpg,1
adj_165.jpg,1
adj_166.jpg,5
adj_167.jpg,3
adj_168.jpg,2
adj_169.jpg,1
adj_170.jpg,1
adj_171.jpg,3
adj_172.jpg,4
adj_173.jpg,5
adj_174.jpg,2
adj_175.jpg,1
adj_176.jpg,3
adj_177.jpg,1
adj_178.jpg,3
adj_179.jpg,3
adj_180.jpg,1
adj_181.jpg,1
adj_182.jpg,1
adj_183.jpg,3
adj_184.jpg,5
adj_185.jpg,4
adj_186.jpg,1
adj_187.jpg,1
adj_188.jpg,1
adj_189.jpg,1
adj_190.jpg,2
adj_191.jpg,1
adj_192.jpg,1
adj_193.jpg,0
adj_194.jpg,1
adj_195.jpg,2
adj_196.jpg,1
adj_197.jpg,3
adj_198.jpg,0
adj_199.jpg,3
adj_200.jpg,3
adj_201.jpg,3
adj_202.jpg,1
adj_203.jpg,1
adj_204.jpg,1
adj_205.jpg,5
adj_206.jpg,0
adj_207.jpg,3
adj_208.jpg,4
adj_209.jpg,2
adj_210.jpg,4
adj_211.jpg,4
adj_212.jpg,1
adj_213.jpg,3
adj_214.jpg,3
adj_215.jpg,1
adj_216.jpg,3
adj_217.jpg,1
adj_218.jpg,2
adj_219.jpg,3
adj_220.jpg,1
adj_221.jpg,4
adj_222.jpg,5
adj_223.jpg,0
adj_224.jpg,1
adj_225.jpg,1
adj_226.jpg,1
adj_227.jpg,5
adj_228.jpg,0
adj_229.jpg,3
adj_230.jpg,5
adj_231.jpg,1
adj_232.jpg,2
adj_233.jpg,1
adj_234.jpg,3
adj_235.jpg,3
adj_236.jpg,3
